"Gene Symbol","Expert Panel",Curator,"Disease Entity","Uploaded date","Precuration date","Disease entity assigned date","Precuration Complete date","Curation Provisional date","Curation Approved date","Recuration assigned date","Retired Assignment date","Published date",Classification,Created,"GCI UUID"
PRKAG2,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:57",
PSEN1,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,2018-09-20,,,,2020-11-13,2020-11-06,,,2020-11-13,Disputed,"2018-09-20 10:23:57",13b75512-acce-4cdc-b2af-75095ac7acde
PSEN2,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,,,,,2019-12-05,2020-09-04,,,2020-09-04,Limited,"2018-09-20 10:23:57",7427bc8d-3b5b-4836-af43-cf75a92df754
PTPN11,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:57",
RAF1,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:57",
RBM20,"Dilated Cardiomyopathy GCEP","Babken Asatryan",MONDO:0005021,,,,,2020-08-07,2020-08-20,,,2020-08-20,Definitive,"2018-09-20 10:23:57",d4b9482e-ede0-4318-b48b-e5328c35901a
RIT1,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:57",
RYR2,"ARVC GCEP","Courtney Thaxton",MONDO:0016587,,,,,2019-07-16,2019-08-08,,,2020-05-13,Refuted,"2018-09-20 10:23:57",71b34544-97df-43de-863a-c965cce44356
SCN5A,"ARVC GCEP","Courtney Thaxton",MONDO:0016587,,,,,2018-12-14,2020-04-06,,,2020-05-08,Limited,"2018-09-20 10:23:57",46c906d4-635f-40d9-8555-a53c61938820
SDHA,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,2018-09-20,,,,,,,,,,"2018-09-20 10:23:57",
SGCD,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,,,,,2019-11-12,2020-09-04,,,2020-09-04,Limited,"2018-09-20 10:23:57",ce5876bb-0bb1-4912-974f-f0522cb3de9d
SLC22A5,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:57",
SOS1,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:57",
SYNE1,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:57",
TAFAZZIN,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:58",
TBX20,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,,,,,2019-11-13,2020-08-12,,,2020-09-04,Limited,"2018-09-20 10:23:58",723ac27c-76ae-4839-b6cd-6aa79fc671dd
TCAP,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,,,,2020-07-13,2020-02-28,2020-08-12,,,2020-09-04,Limited,"2018-09-20 10:23:58",c06ab52d-1c7b-4673-bffe-340935147e89
TMPO,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:58",
TNNC1,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,,,,2020-07-13,2020-10-14,2020-10-09,,,2020-10-15,Definitive,"2018-09-20 10:23:58",f7de53e5-6360-4b87-b73d-e4fa08aeda3c
TNNI3,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,,,,,2020-10-14,2020-10-09,,,2020-10-15,Moderate,"2018-09-20 10:23:58",2de73f9c-cad9-4514-a015-a627405a2b65
TNNI3K,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,,,,,2020-04-06,2020-08-12,,,2020-09-04,Limited,"2018-09-20 10:23:58",a46e9ce4-c579-4659-af4f-1efa01c9ba50
TNNT2,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,,,,,2020-08-27,2020-10-09,,,2020-10-15,Definitive,"2018-09-20 10:23:58",c1e44242-d951-4b80-886f-0f435779311b
TPM1,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,,,,,2020-11-13,2020-11-13,,,2020-11-13,Moderate,"2018-09-20 10:23:58",bcf37d23-7a73-44d9-a547-ce2df2e4f271
TTN,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,,,,,2020-11-06,2020-11-06,,,2020-11-06,Definitive,"2018-09-20 10:23:58",0cf9f7f1-6ad2-44ae-8607-401324c67eaf
TTR,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:58",
TXNRD2,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",,2018-09-20,,,,,,,2020-12-16,,,"2018-09-20 10:23:58",
VCL,"Dilated Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0005021,2018-09-20,,,,2020-11-06,2020-11-06,,,2020-11-06,Moderate,"2018-09-20 10:23:58",8fe65d69-4f32-4fb5-b00c-55cf314dc4e2
LDB3,"Hypertrophic Cardiomyopathy GCEP","Courtney Thaxton",MONDO:0018943,,,,,2017-11-18,,,,,,"2018-09-24 22:22:15",
TTR,"Hypertrophic Cardiomyopathy GCEP",,MONDO:0017132,,,,,2021-02-06,2017-12-11,2020-11-06,,2021-02-06,Definitive,"2018-09-24 22:46:09",aab4cbd0-dd42-4c63-8597-70e1e316a5d6
AARS1,"Epilepsy GCEP",,MONDO:0018614,,2018-04-03,,,,,2023-04-18,,2020-04-06,Limited,"2018-10-02 14:40:15",1d5f1422-ac4d-416b-88ca-f08c2d504013
ALG13,"Epilepsy GCEP",,MONDO:0100062,,2018-03-06,,,2018-04-19,2018-04-19,,,2020-04-06,Definitive,"2018-10-02 14:40:16",ade79e80-91fb-4ab8-9f7b-c4785139c41d
ARHGEF9,"Epilepsy GCEP",,MONDO:0005027,,,,2020-04-06,2021-07-30,,,2021-12-09,,Moderate,"2018-10-02 14:40:16",64d619e5-9559-44ed-a84b-cec8023142b6
ARX,"Epilepsy GCEP",,MONDO:0100062,,2018-04-03,,,2019-06-04,2019-06-04,,,2020-04-06,Definitive,"2018-10-02 14:40:16",696c13f8-2b9c-4541-9386-dd34b9cf84a9
CACNA1H,"Epilepsy GCEP",,MONDO:0005027,,,,,2017-07-30,2018-07-31,2024-02-07,,2020-04-06,Disputed,"2018-10-02 14:40:16",a89ee656-290d-4203-a35c-05fde32bcb77
CACNB4,"Epilepsy GCEP",,MONDO:0005027,,,,,2022-07-05,2022-07-05,2022-07-05,,2022-07-15,Refuted,"2018-10-02 14:40:16",817d86d9-69ac-4657-b000-702204bf11e7
CHD2,"Epilepsy GCEP",,MONDO:0100038,,,,,2018-07-18,2018-07-18,,,2020-04-06,Definitive,"2018-10-02 14:40:16",18e50a53-495c-47fe-8c87-21796fc90c24
DEPDC5,"Epilepsy GCEP",,MONDO:0005384,,,,,2018-08-07,2018-08-07,,,2020-04-06,Definitive,"2018-10-02 14:40:16",5ad91db2-d69a-408b-901e-68890d1017c5
DNM1,"Epilepsy GCEP",,MONDO:0100062,,,,,2016-12-13,2021-02-15,,,2021-02-15,Definitive,"2018-10-02 14:40:16",aa742772-a03f-403a-a7af-9621c9f060e9
EEF1A2,"Epilepsy GCEP","Courtney Thaxton",MONDO:0100038,,2018-03-13,2018-04-03,2019-03-15,2019-03-19,,,,2020-04-06,Definitive,"2018-10-02 14:40:16",761c4773-251a-48a1-b886-2cd472d8a1d8
EFHC1,"Epilepsy GCEP",,MONDO:0005027,,,,,2023-12-19,2023-09-05,2023-09-20,,2024-01-17,Refuted,"2018-10-02 14:40:16",d8d96cc7-0479-4dbc-8116-05e4cd8c8849
GABRA1,"Epilepsy GCEP",,MONDO:0100062,,2018-09-25,,,,,2024-02-21,,2020-04-06,Definitive,"2018-10-02 14:40:16",0c36285b-9e75-4943-a8f5-599de859affc
GABRB3,"Epilepsy GCEP",,MONDO:0100062,,2018-09-25,,,,,,,2020-04-06,Definitive,"2018-10-02 14:40:16",72e730ba-0dce-4893-981e-30471ad2e6cd
GNAO1,"Epilepsy GCEP",,MONDO:0100062,,2018-05-01,,,2018-12-18,2018-12-18,,,2020-04-06,Definitive,"2018-10-02 14:40:16",cac0b5e4-58f8-42ef-badd-e7a4b8f63e83
GRIN1,"Epilepsy GCEP",,MONDO:0100038,,2018-05-01,,,2023-04-04,2023-04-04,2023-04-04,,2023-09-25,Strong,"2018-10-02 14:40:16",91a91938-9dfc-41ed-89ad-8bc87eafec42
GRIN2A,"Epilepsy GCEP",,MONDO:0100038,,,,,,,,,2020-04-06,Definitive,"2018-10-02 14:40:16",73b8331f-48ad-4806-a2f2-f5c00bc26476
GRIN2B,"Epilepsy GCEP",,MONDO:0100038,,2018-07-03,,2020-04-06,2020-07-17,2019-03-19,,,2020-07-17,Definitive,"2018-10-02 14:40:16",901bd030-eab8-49d6-af0e-4e12fde473dc
GRIN2D,"Epilepsy GCEP",,MONDO:0100038,,,,,2022-04-05,2022-04-05,2022-03-15,,2022-04-05,Definitive,"2018-10-02 14:40:16",f1e6e804-d8ce-4761-899e-e0d9bf2d8466
KCNA2,"Epilepsy GCEP",,MONDO:0100062,,,,,2022-05-18,2022-05-18,,,2022-05-18,Definitive,"2018-10-02 14:40:16",86aaf8c3-39d3-4a35-a91c-ebc81530eed6
KCNB1,"Epilepsy GCEP",,MONDO:0100038,,2018-10-02,,,,,,,2020-04-06,Definitive,"2018-10-02 14:40:16",cf56a959-fd67-4016-a5c7-caf5502442c8
KCNQ2,"Epilepsy GCEP",,MONDO:0018614,,,,,,2017-10-20,2021-11-01,2022-09-27,2020-04-06,Definitive,"2018-10-02 14:40:16",f33b00b8-81c5-4fa5-af66-2ca43b3b4995
KCNT1,"Epilepsy GCEP",,MONDO:0020072,,,,,2022-09-17,2022-08-16,,,2022-09-17,Definitive,"2018-10-02 14:40:16",d24997fb-29cd-452c-9fbc-6b0d0c9ba840
MAGI2,"Epilepsy GCEP",,MONDO:0005027,,,,,2023-10-19,2023-10-17,,,2023-10-19,Refuted,"2018-10-02 14:40:16",2bb68c20-182d-4957-8472-b536daf225ab
PCDH19,"Epilepsy GCEP",,MONDO:0100148,,,,,2018-09-04,2018-09-04,,,2020-04-06,Definitive,"2018-10-02 14:40:17",4fca5db0-a7b1-4416-a290-816a1f29b224
PIGA,"Epilepsy GCEP",,MONDO:0100062,,2018-07-03,,,2020-04-06,2020-08-13,2024-02-21,,2020-08-13,Moderate,"2018-10-02 14:40:17",925db454-4d32-44c2-b41a-348a0f6400ad
PURA,"Epilepsy GCEP",,MONDO:0100038,,2018-08-07,,,,,,,2020-04-06,Definitive,"2018-10-02 14:40:17",1bfed823-4cad-4a16-93d5-ba5910348902
RYR3,"Epilepsy GCEP",,MONDO:0100062,,,,,2023-10-03,2023-10-03,2023-10-03,,2023-10-09,Limited,"2018-10-02 14:40:17",034d8d55-00d0-425b-88ef-fc736af2af83
SCN1A,"Epilepsy GCEP","Madeline Hughes",MONDO:0100135,,,,,2019-08-20,2019-08-20,,,2020-04-06,Definitive,"2018-10-02 14:40:17",a9cadb5d-637d-40f2-a107-4daf77e80efd
SCN2A,"Epilepsy GCEP",,MONDO:0100038,,,,,,,,,2020-04-06,Definitive,"2018-10-02 14:40:17",3311aea8-1c3f-406c-91f8-a8211c8db008
SCN8A,"Epilepsy GCEP",,MONDO:0100038,,,,,,2017-10-20,,,2020-04-06,Definitive,"2018-10-02 14:40:17",5168975b-cd06-4ffb-aafd-0fda94547bf7
SCN9A,"Epilepsy GCEP",,MONDO:0005027,,,,,2021-03-09,2021-03-09,,,2021-03-09,Refuted,"2018-10-02 14:40:17",bed2cdc4-da8f-4a2a-8937-f407bf718aad
SIK1,"Epilepsy GCEP",,MONDO:0100062,,,,,2018-10-02,2018-10-02,2023-05-15,,2020-04-06,Limited,"2018-10-02 14:40:17",3385b6a6-1151-4882-8ba7-67e33b09f526
SLC6A1,"Epilepsy GCEP",,MONDO:0000001,,,,2020-04-06,2021-07-01,,,2023-04-28,,Strong,"2018-10-02 14:40:17",4eaeaf12-4cdf-41dd-936c-b0fd745fa4d1
SPTAN1,"Epilepsy GCEP",,MONDO:0100062,,,,,2019-01-17,2019-01-17,,,2020-04-06,Definitive,"2018-10-02 14:40:17",de149b77-6e9d-4565-9954-a74ac247c901
SRPX2,"Epilepsy GCEP",,MONDO:0005027,,,,,2018-07-19,2018-07-20,2023-09-19,,2020-04-06,Disputed,"2018-10-02 14:40:17",cec4b35a-c5f0-4d8e-99c8-3cb4d6a382d6
STXBP1,"Epilepsy GCEP",,MONDO:0100062,,,,,2017-10-20,2017-10-20,,,2020-04-06,Definitive,"2018-10-02 14:40:17",311256a2-daf8-42c6-8700-913401df1e02
SYNGAP1,"Epilepsy GCEP",,MONDO:0100038,,2018-09-04,,,,,,,2020-04-06,Definitive,"2018-10-02 14:40:17",ca9c81ab-5972-47cf-b2a7-b60db745daa8
WDR45,"Epilepsy GCEP",,MONDO:0100148,,2018-08-21,,,2019-06-28,2019-06-28,,,2020-04-06,Definitive,"2018-10-02 14:40:17",7b5b6de4-a7ab-48e7-8334-c3a247087cf2
ADAR,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2020-08-27,,"2018-10-03 14:15:18",ac7aed13-50be-4465-a6e3-2227c03dd353
AIFM1,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-06-14,,"2018-10-03 14:21:57",a90fff88-2d82-44bb-9919-4c9a14f1e0d0
BCS1L,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Limited,"2018-10-03 14:23:21",8d059264-276b-4658-922d-1c661c4b0135
BTD,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-06-14,,"2018-10-03 14:24:06",b674833d-39bf-4efa-9ad6-81e14400666c
MTRFR,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-04-01,,"2018-10-03 14:24:44",c1704d6b-1bb9-48d8-9e40-ef2021c46a92
CLPB,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2020-11-23,,"2018-10-03 14:28:46",9e037325-8938-4534-b313-7628b593c078
COQ9,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-04-09,,"2018-10-03 14:29:15",57cb24af-569a-485a-8f9a-6d41a03d315f
COX10,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Moderate,"2018-10-03 14:29:35",40852a3c-2c7a-413d-8e9a-1f4ecc6b66c1
COX8A,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-04-09,,"2018-10-03 14:37:37",58185f2d-8439-4b69-bc8f-c8b6c9220a78
DLAT,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-01-14,,"2018-10-03 14:38:03",6e8ad6c7-7cf1-47fa-b462-e5cd640b3798
DLD,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-03-11,,"2018-10-03 14:38:19",ec74568d-ef0a-49f2-9332-847adc322723
DNM1L,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-06-30,,"2018-10-03 14:38:35",3b2f2f7b-a2b5-4f6a-b1f8-6df0fbef55c6
EARS2,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2020-03-19,,"2018-10-03 14:39:00",ed25176e-f8d4-4ca2-9038-26869d5a6766
ECHS1,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,2021-04-09,2021-04-09,,,2021-04-09,Definitive,"2018-10-03 14:43:27",43ac15f1-0dd0-42d3-b6a3-2cb9eb677b81
ETHE1,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Definitive,"2018-10-03 14:43:44",be010aff-fedb-44d8-8491-904104a9049c
FARS2,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Moderate,"2018-10-03 14:43:58",45f5e645-a8df-49a0-b8cd-6409bcbca025
FBXL4,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2020-03-19,,"2018-10-03 14:44:15",6977dcd5-264d-4234-95a2-510da7d2b584
FOXRED1,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Moderate,"2018-10-03 14:45:55",55bd0b0f-fb68-4b02-9a58-de329fca71cc
GFM1,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Moderate,"2018-10-03 14:50:27",be2eb2f9-e98c-48e1-b638-6c9be0a9f788
GTPBP3,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,2020-04-06,2020-02-12,,,2020-02-12,Moderate,"2018-10-03 14:50:42",1499c473-fedf-482b-8c58-40bcacbab766
HIBCH,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-06-14,,"2018-10-03 14:52:09",10ed3a6e-7024-4fc1-b79e-454610e098a4
IARS2,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Limited,"2018-10-03 14:52:25",88598279-0447-4069-a4ce-a2a6dd96fb61
LIAS,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-03-11,,"2018-10-03 14:52:40",d17d520d-59e8-436f-ae6f-2955cc022185
LIPT1,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,2021-04-09,2021-04-09,,,2021-04-09,Moderate,"2018-10-03 14:52:55",ba61398f-db3c-4b2b-89b2-8cd4b1de48a4
LRPPRC,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Definitive,"2018-10-03 14:53:09",3c741c5e-aabc-478c-bf84-f9409a0912eb
MT-ATP6,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,2021-06-28,2021-06-28,,,2021-06-28,Definitive,"2018-10-03 14:55:12",da23161c-a9ca-4cda-83ea-6702439dfb6a
MT-CO3,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2021-06-28,,"2018-10-03 14:56:11",5821b659-28c1-4c4f-acba-30a667614c17
MTFMT,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,2020-04-06,2020-03-19,,,2020-03-19,Definitive,"2018-10-03 14:56:27",c9e098ad-01da-4c99-b571-fedcf053ecc4
MT-ND6,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2022-07-06,,"2018-10-03 14:57:03",f9c734d7-5a44-4c6d-9589-ae10dafb9cb5
MT-ND1,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,2021-10-11,2021-04-14,,,2022-07-06,Definitive,"2018-10-03 14:57:19",c51eb66d-8a75-4f1a-9d96-f213325e18d7
MT-ND2,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2022-07-06,,"2018-10-03 14:57:33",cb02b623-3a05-46a6-b98b-ca67279672ea
MT-ND3,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2023-03-23,,"2018-10-03 14:57:49",54cb1fa9-89be-4ca9-96cc-210b7f580958
MT-ND4,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2022-07-06,,"2018-10-03 14:58:02",caa8d77c-acef-4493-899a-e70ed33fe5fa
MT-TI,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2022-07-06,,"2018-10-03 14:58:19",70eeb930-0e12-4b99-a664-7990898bb73e
MT-ND5,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-06-14,,"2018-10-03 14:58:43",150b018d-3a8f-409f-925f-cc498a7464db
MT-TK,"Mitochondrial Disease GCEP",,MONDO:0044970,2018-10-03,,,,2023-04-17,2023-04-17,,,2023-08-22,Definitive,"2018-10-03 14:59:04",9c3756c2-cd00-47ac-83e3-e02ea53ee934
MT-TL1,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2021-06-28,,"2018-10-03 14:59:20",f523b5b4-856f-43ca-8fdc-ec9316d13001
MT-TL2,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2022-11-11,,"2018-10-03 14:59:33",ad3604a0-050a-4399-b4d0-10c55c43eab1
MT-TV,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2022-07-06,,"2018-10-03 14:59:47",b5078ee8-c6ac-48d7-a61b-82c836e2ebdb
MT-TW,"Mitochondrial Disease GCEP",,MONDO:0044970,,,,,2023-05-03,2023-05-03,,,2023-09-12,Definitive,"2018-10-03 14:59:59",ba4a6ea2-ee46-4747-900d-ee6f62aec321
NARS2,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Limited,"2018-10-03 15:00:12",70b8d6dc-c08e-4804-a900-2a8a23a678b6
NDUFA1,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Moderate,"2018-10-03 15:00:27",c522f44d-9beb-422b-8697-334ece18449b
NDUFA10,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Limited,"2018-10-03 15:00:43",f2b7b842-3f27-4f47-8b8c-fe8f1090030a
NDUFA12,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Limited,"2018-10-03 15:01:16",d6c202fb-a393-4440-8e6e-11995fb9c6f1
NDUFA2,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Moderate,"2018-10-03 15:01:41",206c45ce-8ff0-479d-90b3-b46fa0928a6e
NDUFA4,"Mitochondrial Disease GCEP",,MONDO:0009723,,,,,,,,,2021-01-14,,"2018-10-03 15:02:52",b93dca90-faa3-4cb0-85c8-b2b3ce7db154
NDUFA9,"Mitochondrial Disease GCEP",,MONDO:0009723,2018-10-03,,,,,,,,2020-04-06,Moderate,"2018-10-03 15:03:06",0d19b627-fdec-4b78-82e0-ba4723875a83
ALK,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0013083,,,,,2022-12-31,2022-12-30,,,2022-12-31,Definitive,"2018-10-05 17:32:10",80bcdb91-fc16-40d8-8b2a-a6278b6ad757
AXIN2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0012075,2018-10-05,,,,2023-12-21,2023-12-20,,,2023-12-21,Definitive,"2018-10-05 17:32:10",45549244-1770-48b2-9106-830f24833041
BAP1,"Hereditary Cancer GCEP","Xi Luo",MONDO:0013692,,,,,,,,,2019-03-21,Definitive,"2018-10-05 17:32:10",5c75e040-c7fa-4415-8c95-d7a19978e86a
BLM,"Hereditary Cancer GCEP","Xi Luo",MONDO:0008876,,,,,,2018-10-09,,,2019-04-19,Definitive,"2018-10-05 17:32:10",43d61dd4-5338-4942-a3f8-2c73be249db5
BRCA1,"Hereditary Cancer GCEP","Xi Luo",MONDO:0054748,,,,,2020-05-14,2020-05-14,,,2020-05-14,Definitive,"2018-10-05 17:32:11",7965f6a1-25fb-4b33-85d0-ae8af8021611
BRCA2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0011584,,,,,,,,,2019-04-19,Definitive,"2018-10-05 17:32:11",3b98b141-17ec-4b18-92df-9c5a80cd80ee
BRIP1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0012187,,,,,,,,,2019-08-18,Definitive,"2018-10-05 17:32:11",c05d5d16-7d7e-4673-9a57-1ee150efb0f7
BUB1B,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0009759,,,,,,,,,2019-11-22,Definitive,"2018-10-05 17:32:11",8916463d-6d3c-489e-90cb-53e77a29c593
CDC73,"Hereditary Cancer GCEP","Xi Luo",MONDO:0007768,,,,,,2018-10-12,,,2019-04-19,Definitive,"2018-10-05 17:32:11",628f4a28-46d4-47e5-b023-4a27d2fafe58
CDH1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0100488,,,,,2023-12-21,2023-12-20,,,2023-12-21,Definitive,"2018-10-05 17:32:11",2b034a67-15df-4893-b6fe-0e4edf6c0edc
CDK4,"Hereditary Cancer GCEP","Xi Luo",MONDO:0012183,,,,,,,,,2020-01-13,Definitive,"2018-10-05 17:32:11",9c1c1a3b-c61a-47bd-82cb-c5a6a55a4adf
CDKN1B,"Hereditary Cancer GCEP","Xi Luo",MONDO:0012552,,,,,,,,,2018-12-21,Definitive,"2018-10-05 17:32:11",fa4073f3-5460-49e3-8041-1cc817c1a9af
CDKN2A,"Hereditary Cancer GCEP","Xi Luo",MONDO:0011713,,,,,,,,,2019-08-14,Definitive,"2018-10-05 17:32:11",1b2c362b-7ebb-47bb-9319-e0362c00fed4
CEBPA,"Hereditary Cancer GCEP","Xi Luo",MONDO:0018874,,,,,,,,,2019-08-18,Definitive,"2018-10-05 17:32:11",170783e9-92f2-468c-bf20-23c03cf2da5c
CEP57,"Hereditary Cancer GCEP","Xi Luo",MONDO:0013582,,,,,,,,,2019-11-22,Definitive,"2018-10-05 17:32:11",c2455696-3601-4c86-93fb-6da22466f98d
CYLD,"Hereditary Cancer GCEP","Xi Luo",MONDO:0011512,,,,,,,,,2019-04-19,Definitive,"2018-10-05 17:32:11",b07301e7-5bcc-496e-b734-831e8c6c7055
DDB2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010213,,,,,,2018-11-02,,,2020-04-06,Definitive,"2018-10-05 17:32:12",5c32874b-7e0e-462b-8f72-1c3a2dece16f
DIS3L2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0009965,,,,,,,,,2019-11-21,Definitive,"2018-10-05 17:32:12",0ff290ca-3dac-4ee2-a8e9-9485b0b30bfc
DKC1,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010584,2018-10-05,,,,2021-06-15,2021-06-15,,,2021-06-15,Definitive,"2018-10-05 17:32:12",2087b706-dfb3-4b16-9d31-10ef4806c55f
EGFR,"Hereditary Cancer GCEP",,MONDO:0005233,2018-10-05,,,,2020-07-30,2020-07-30,,,2021-07-30,Definitive,"2018-10-05 17:32:12",5d4f0515-a4b3-4392-8932-24ec9dc172bc
ELANE,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0001475,,,,2020-04-06,2020-05-14,2020-05-14,,,2020-05-14,Definitive,"2018-10-05 17:32:12",e8b35a4e-b551-491e-a46b-dd408dad26f5
ERCC2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010212,,,,,,2018-11-02,,,2019-04-19,Definitive,"2018-10-05 17:32:12",5b88bb21-ab80-485a-863b-6b6d3d81ffc9
ERCC3,"Hereditary Cancer GCEP","Xi Luo",MONDO:0012531,,,,,,2018-11-02,,,2019-04-19,Definitive,"2018-10-05 17:32:12",5c06a8e7-cc80-45d3-b620-c6bdc13a034a
ERCC4,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010215,,,,,,2018-11-02,,,2019-04-19,Definitive,"2018-10-05 17:32:12",62361a67-1f9f-4cab-b93d-34669ae26095
ERCC5,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010216,,,,,,2018-11-02,,,2019-04-19,Definitive,"2018-10-05 17:32:12",a2ee6217-7316-417a-9118-6986a49acf83
